StreamlineId,X,Y,Z,PointId,FA
1,-13.051024581922313,-18.518388697012824,34.90941478905593,32,0.4664939973212523
1,-13.229888521700612,-18.606907199676773,34.21126215689908,33,0.47048764729255677
1,-13.475715102227966,-18.618566851742706,33.52411785193582,34,0.48837272585619973
1,-13.784210189264606,-18.556030509563705,32.863757296462914,35,0.519800404576941
1,-14.115890642335815,-18.48303315206435,32.21595667133302,36,0.5463612998826268
1,-14.461870906643544,-18.390419889353677,31.578504978170137,37,0.5635589335615545
1,-14.818848143434314,-18.273761474096567,30.95082048523761,38,0.5682963534100881
1,-15.174825055153024,-18.122409474410325,30.329910599217467,39,0.547056714798099
1,-15.511635904158641,-17.950098769750266,29.70404486252764,40,0.534632596474878
1,-15.832870981899577,-17.767603525933616,29.07277247983313,41,0.5272618970328095
1,-16.13921302888682,-17.58111358489436,28.435173759490777,42,0.5229528553286208
1,-16.420947182745188,-17.375690119871123,27.792076614501593,43,0.5115111699158011
1,-16.674037035156562,-17.147300726150647,27.14544493685453,44,0.5071235179470993
1,-16.889585957157845,-16.893012753039216,26.49552497931371,45,0.5053759459648994
1,-17.04609917179052,-16.603555884726124,25.842168712736978,46,0.498846879400123
1,-17.082636858485966,-16.280338834294035,25.188387320571387,47,0.48824021739854684
1,-17.01210811744153,-15.945387569030144,24.54806591824071,48,0.4786448272539691
1,-16.83092986543305,-15.608003525548892,23.928201059545305,49,0.47344991924755003
1,-16.506259802884404,-15.294766617807019,23.3523294886579,50,0.48458607688342364
1,-16.096091777444922,-15.012705501604511,22.81878879508945,51,0.5133084252286684
1,-15.633919424402318,-14.752106381968147,22.317128292109732,52,0.556829931933978
1,-15.129706389610112,-14.509384328884714,21.84614652414488,53,0.6135750079506209
1,-14.588867971714073,-14.264989721216809,21.41845369334932,54,0.6599633088525212
1,-14.026332803191108,-14.023548804411513,21.018645364538628,55,0.7106287497782414
1,-13.44599591627142,-13.783901170023764,20.64384370168607,56,0.7552826699939338
1,-12.848816890309728,-13.545214019497967,20.29518666222081,57,0.7831271324581529
1,-12.238959313312577,-13.304241073941562,19.970956516562953,58,0.7916679298879399
1,-11.619922735452619,-13.066746643264656,19.66218134524937,59,0.7983590577022047
1,-10.993703732070927,-12.832481741336782,19.36535411638499,60,0.8036905663896275
1,-10.363386864398914,-12.600718830822718,19.07528054695552,61,0.8065018859081556
1,-9.736237613057822,-12.365526216354212,18.781141577444807,62,0.8034475484645976
1,-9.110859633140974,-12.131159025545422,18.482624453733234,63,0.8076543408420062
1,-8.48676005978304,-11.8990749285807,18.17966258954446,64,0.8217082121979927
1,-7.862532632949187,-11.672806160374348,17.87258175301094,65,0.8439495120569911
1,-7.231216198865747,-11.448880206236304,17.578681693748777,66,0.8488105222866721
1,-6.593718400917974,-11.226839407304674,17.297034680972118,67,0.8505178290891392
1,-5.949853648830208,-11.006692581488222,17.02849506324948,68,0.8566444763724768
1,-5.293695693436604,-10.792820333532296,16.785860615630586,69,0.8799523438627621
1,-4.62493366076737,-10.594045895374437,16.567017814626556,70,0.894858024825243
1,-3.9453192058180027,-10.408783538829171,16.370526879675754,71,0.9019011899427946
1,-3.255371998965237,-10.237187772555492,16.19823694730484,72,0.9004761094795984
1,-2.556307816228597,-10.080151867543144,16.050850742382156,73,0.8750831463502646
1,-1.8528719282879536,-9.933333559700882,15.914311980425254,74,0.8469788611107014
1,-1.145019840266929,-9.799810319766989,15.78755312705998,75,0.8186388843319539
1,-0.43042127973573285,-9.693079672899259,15.673038750891315,76,0.7912643269653897
1,0.2932966134907604,-9.627353815375427,15.593008430560312,77,0.770663854102649
1,1.0216160862620227,-9.593659934929153,15.54847245643188,78,0.7550141299871154
1,1.7528735904345591,-9.591171639097139,15.542754323855451,79,0.7444307354323928
1,2.4820508160434205,-9.624970898198088,15.590861077860982,80,0.7434937334842147
1,3.2070029318677813,-9.680800625404066,15.667989658746475,81,0.7640405251350235
1,3.9278910363510673,-9.74725950975286,15.771179524527433,82,0.7901444602836144
1,4.644323335175925,-9.81721891543089,15.90151186434017,83,0.8106782725062325
1,5.35032299139761,-9.904961878882284,16.071758783870326,84,0.8181652335070533
1,6.048195335877946,-10.005930176451303,16.265336369416225,85,0.8272169539859096
1,6.738081102204372,-10.117329641286885,16.481120427664273,86,0.8398353423715739
1,7.418813036894076,-10.235863188917804,16.721349291922916,87,0.8598425372318668
1,8.099544971583786,-10.354396736548725,16.961578156181556,88,0.8575527823098426
1,8.771751397185739,-10.484581035259588,17.218273997798132,89,0.8497207795787428
1,9.433902102851087,-10.628161936915097,17.493911352235955,90,0.8403708864619317
1,10.084503607390642,-10.78551868257664,17.789059811369725,91,0.8360769872554482
1,10.72350658705829,-10.948233028442276,18.105572604507252,92,0.821117762039776
1,11.351976151078356,-11.112154253381293,18.44168994435483,93,0.79472225401303
1,11.96904099200211,-11.276151240432881,18.79864034309556,94,0.7583856803313058
1,12.563612181921432,-11.450770681109844,19.187419492612282,95,0.7644993825498101
1,13.139951540186999,-11.624720235043029,19.602446357849686,96,0.7441562692733095
1,13.700914456007744,-11.796322850653006,20.039172102024004,97,0.7147985247345027
1,14.246980280878207,-11.96344731642974,20.496378405448112,98,0.693158209363073
1,14.776350448631751,-12.120940278475077,20.976032732551914,99,0.660036266584674
1,15.297184228275704,-12.278875715284624,21.46476381179562,100,0.6127633593228806
1,15.809175212199719,-12.438804178823892,21.962121248361065,101,0.5576209404143896
1,16.3087522472093,-12.603445027618903,22.47052291342763,102,0.5098614231707448
1,16.77568153952749,-12.786577897923793,23.002717165596014,103,0.4745246846509195
1,17.205706210692526,-12.987553579778405,23.557868650851326,104,0.4517138774107244
1,17.59050523970041,-13.207701106258817,24.13860922930284,105,0.4390827113878108
1,17.88327466890858,-13.45499949047809,24.761734936144574,106,0.4180895897968469
1,18.056225840160327,-13.724639050098766,25.415251591426706,107,0.4336201899113966
1,18.11935007855874,-14.004595541775787,26.082340450375607,108,0.47108080596555457
1,18.0676940857319,-14.288683109134743,26.75434233692437,109,0.5239325442941078
1,17.87316157835204,-14.554265419927596,27.407625748476956,110,0.5723723176199905
1,17.618125468319278,-14.804795995174452,28.044039763796388,111,0.6216408495348209
1,17.317086312506213,-15.042612242729922,28.666513273611162,112,0.6693854503808748
1,16.983673034191842,-15.269030434112123,29.277026553154077,113,0.711901144282814
1,16.630022199289844,-15.479573812387159,29.88174833752387,114,0.7452199844628096
1,16.2713964434576,-15.676215375528715,30.48816065250516,115,0.7662575021743482
1,15.909783958813735,-15.858998568790822,31.09719544911388,116,0.7742246825730839
1,15.545788580815898,-16.0255055490236,31.709517967378012,117,0.7658511219102553
1,15.18128348207718,-16.174382421378983,32.32599945407064,118,0.7440494326027505
1,14.821907555002788,-16.306398385723046,32.949134714747196,119,0.7121075886937633
1,14.470181195869229,-16.41986585925337,33.58037974327102,120,0.6708781736464875
1,14.130784455253796,-16.502180642363438,34.22317847147801,121,0.6236723068076256
1,13.806014019023511,-16.561774465363037,34.875701326433074,122,0.560250991919723
1,13.49431150403071,-16.605754506623605,35.535904643309664,123,0.4956412472845454
1,13.19621025085182,-16.63772527127566,36.203189881498034,124,0.44183219627681636
1,12.91416448446852,-16.66347177420831,36.87767747963415,125,0.3942511235394582
1,12.637612595188557,-16.710403841559174,37.55307242966772,126,0.3593474196835422
1,12.36636510490433,-16.79394871529156,38.226064031614015,127,0.34485816046647516
1,12.101569353400757,-16.949942625071238,38.88992033092935,128,0.36953700600469946
1,11.85669872269523,-17.204492506003806,39.52931119826054,129,0.41518781159445145
1,11.619581942940899,-17.515471212743314,40.1458443690188,130,0.461887453807051
1,11.384613389718904,-17.871690683316917,40.73983381333711,131,0.5026588321310906
1,11.133466003519302,-18.25358836185185,41.31100386645447,132,0.5188421605692005
1,10.844123246236668,-18.62192076268927,41.8724761660997,133,0.5352970179144508
1,10.523477178968996,-18.965135682391633,42.432208397606196,134,0.5534345663591715
1,10.171700389204773,-19.27472251275268,42.9937494671157,135,0.5733590818577213
1,9.775820381311055,-19.51903240746368,43.558326982377984,136,0.5780739006458707
1,9.360229747907512,-19.72627006419784,44.122794602193785,137,0.577638746918118
1,8.930483844136639,-19.903161787595856,44.68742127584053,138,0.5687326088549951
1,8.490524073551486,-20.05227032712265,45.25253906865032,139,0.5461665540752507
1,8.044411455499652,-20.175220072089335,45.81908409920792,140,0.5333271268311598
1,7.593969793960966,-20.285260998599533,46.3848080059192,141,0.519170644637024
1,7.138120236968284,-20.381808760495552,46.94863854322759,142,0.49623598428291027
1,6.672596710454883,-20.458313660573197,47.50773685530696,143,0.44453700102689014
1,6.195750124284844,-20.51063987176424,48.059900663384155,144,0.3936726166514671
1,5.711833647166744,-20.544031036627995,48.607256307763606,145,0.3429329738159356
1,5.221614738067208,-20.55734437551139,49.14994588122773,146,0.2925803795839971
1,4.724185886862691,-20.5351743353873,49.68588347400659,147,0.24608468545082487
1,4.221470010889282,-20.468847875825645,50.212461998934366,148,0.21090068934070377
1,3.7146535374948706,-20.35695617188817,50.726378142034065,149,0.17941529319092298
1,3.2040696144104004,-20.194076538085938,51.22430419921875,150,0.14723666025366208
2,9.062505722045898,-16.038240432739258,55.61219024658203,1,0.12052338163257097
2,9.21338853935523,-15.541655694775063,55.05003635687706,2,0.1774595735727042
2,9.413272796960566,-15.06740872976309,54.485034881555976,3,0.2136795463042972
2,9.677376908860378,-14.620658512134264,53.92593484453413,4,0.24392721845534582
2,10.016156776988451,-14.205333254388679,53.380657374420906,5,0.2789179167252849
2,10.437133101700919,-13.82995976131738,52.863692484917145,6,0.3097426759678963
2,10.887705755537478,-13.462654000078428,52.36664668646678,7,0.34460322365216256
2,11.354249280496138,-13.100722219701142,51.88020499368141,8,0.3769918179928078
2,11.830478853633627,-12.743641165848839,51.39952174371082,9,0.40540424301471767
2,12.314008101041662,-12.394074795298975,50.92058349953918,10,0.4351035707720373
2,12.799228955420029,-12.068847492136216,50.426596723029334,11,0.4608750769488057
2,13.288268354087277,-11.778318862279546,49.91585391261878,12,0.49181408091296597
2,13.771321750656584,-11.53050424701501,49.37853023405646,13,0.5141671598517739
2,14.225568627050368,-11.338077066209646,48.79371352976152,14,0.4930291464493999
2,14.592641200055663,-11.240265711876864,48.13087037297062,15,0.44589182803175326
2,14.853903743657378,-11.216455810084076,47.41900237808512,16,0.428001136626285
2,15.019219595372073,-11.260056982827857,46.67620741807443,17,0.4471823856825906
2,15.106236297318363,-11.362663487571124,45.92309321682233,18,0.5056859914098822
2,15.122417135546398,-11.542509681081421,45.179606465492704,19,0.5588081894299176
2,15.095192999899584,-11.790515331895959,44.45839566982764,20,0.5720848696436619
2,15.018986668027965,-12.106495298625637,43.76905074868298,21,0.5524371833625005
2,14.890044737725331,-12.48504267055583,43.1172005733474,22,0.5056407739991325
2,14.699581297823556,-12.892271543678714,42.4981146784956,23,0.43148173970079184
2,14.509145548408938,-13.282140897641051,41.868038053561456,24,0.37511734467992786
2,14.371962706834124,-13.604834951723731,41.19484728691299,25,0.3143834533745869
2,14.324857077467255,-13.821144069726069,40.470642857188196,26,0.24585654993413136
2,14.432329499502034,-13.851636374242494,39.71374199174026,27,0.19040878874337097
2,14.675071099948003,-13.66309444820966,39.02134918639702,28,0.23152477593114118
2,14.956598535562105,-13.441115923454978,38.34563764991437,29,0.30970318360709137
2,15.255257676325584,-13.224647803544642,37.67538241611408,30,0.40381349170058833
2,15.565010259030279,-13.0193252076529,37.00659620859134,31,0.4939048070382683
2,15.878016550473598,-12.818600738710796,36.337930601110564,32,0.5790240591591826
2,16.19277432228135,-12.625263243423172,35.66793398745044,33,0.6566457247556197
2,16.511128928183275,-12.441342048216045,34.99701739071309,34,0.7194341356769028
2,16.835099481914646,-12.268554740188824,34.325775646823885,35,0.7594516387201965
2,17.15898005181291,-12.103607534836542,33.652520258328956,36,0.7653990013245423
2,17.48357282494921,-11.95698363875582,32.97548468046752,37,0.7624062867918301
2,17.80929227133392,-11.839192969386282,32.29378038290955,38,0.7521871801458446
2,18.136962763171677,-11.755018999819196,31.607571707381727,39,0.7336435903451677
2,18.471323243413917,-11.689844667332144,30.92249185956423,40,0.6867634027531131
2,18.81274974609302,-11.62445196073033,30.240939136213807,41,0.636329988221247
2,19.155170689629482,-11.545532850436583,29.56145263927065,42,0.5812519814310122
2,19.491140688487903,-11.443093550444601,28.882132804913343,43,0.5239661465850564
2,19.801277429691464,-11.298013467762038,28.19792085411663,44,0.4749436712530694
2,20.046483531710386,-11.130963811504287,27.49324219113138,45,0.4206759300119026
2,20.174086859951696,-10.953686656882244,26.76641639073447,46,0.38287708570579015
2,20.1326244803862,-10.777493925681549,26.037803525312274,47,0.3625128685452975
2,19.84239341036267,-10.620277038369577,25.347566030977504,48,0.353718472334273
2,19.379123293824453,-10.515049890404493,24.74973746509147,49,0.37635118767815423
2,18.87383439606431,-10.426423129135447,24.183052267289806,50,0.40682944729644255
2,18.343456261680757,-10.343080782451889,23.638146161017126,51,0.43750791129416866
2,17.798660456259803,-10.254710722780297,23.10830523889459,52,0.46227829222637246
2,17.23019337674968,-10.159163586734444,22.605219812197223,53,0.5071441078571238
2,16.65145721252716,-10.061383769608344,22.114526881583995,54,0.5511871641766473
2,16.066312542542892,-9.952339895058785,21.634015435514875,55,0.592018169533419
2,15.477269389929614,-9.82804944246841,21.161838321080964,56,0.628851764243033
2,14.884182610441133,-9.700092324585341,20.695733107392424,57,0.6667373605803851
2,14.284000772141104,-9.56825631249065,20.23995181741554,58,0.6950931308010542
2,13.671922524153887,-9.438115100721435,19.80005776950696,59,0.7292816928222483
2,13.045726182066135,-9.313174125049999,19.378802631721907,60,0.7718313114862516
2,12.40334756067625,-9.198992371242927,18.97918874791984,61,0.8136069208925294
2,11.752064866363414,-9.092816927859408,18.592026158690395,62,0.8408023890032198
2,11.094458976417648,-8.987913370435384,18.215394915843685,63,0.8694619925995006
2,10.429336803522734,-8.883091421494864,17.852308587248046,64,0.8969582062707353
2,9.75388462311414,-8.77817927177277,17.508598222157666,65,0.9137978252578399
2,9.067209377558456,-8.670554441436918,17.18884741988011,66,0.9105873727755655
2,8.370085214528647,-8.5685808017442,16.891035097643176,67,0.9021658158659465
2,7.662070623346845,-8.473706541726727,16.617787967573186,68,0.890304167852092
2,6.942913224224727,-8.38660560682591,16.371776845433264,69,0.8760636412687491
2,6.209286763904806,-8.302926380308907,16.171354725854155,70,0.8556582826184294
2,5.467865454866056,-8.218680294862342,16.00355815612369,71,0.8300868849556131
2,4.7197830463823935,-8.136542032544103,15.867771937151455,72,0.8079497643690977
2,3.9656189666999833,-8.059397184563535,15.766877516890728,73,0.7926035607308685
2,3.2042625138796996,-7.996268381372632,15.725282707055829,74,0.7727177532735292
2,2.440416543713156,-7.971064722224219,15.739330218043275,75,0.7594495473672839
2,1.6784300678044866,-7.990423718801417,15.790026724883797,76,0.7562864644162108
2,0.920579909493211,-8.055658609362759,15.868926661112575,77,0.763948883295923
2,0.16976148926267187,-8.164310363068013,15.968151247319295,78,0.781241372288452
2,-0.5748380029418965,-8.298878254926954,16.08096482807567,79,0.8075129350405059
2,-1.3151698571071218,-8.445753987654426,16.205752499395068,80,0.837161572576007
2,-2.051154371251881,-8.602246570366756,16.343908754007337,81,0.8650768287069824
2,-2.7822505732181315,-8.767016912310211,16.497948035150053,82,0.8840256055388508
2,-3.50341016824786,-8.940530932582789,16.685441172407515,83,0.8716451871775734
2,-4.22420843198455,-9.114362891098517,16.874150831517337,84,0.8633168080167014
2,-4.93922273356808,-9.295432264449541,17.076278456998327,85,0.8585057805645165
2,-5.642834821358178,-9.49041253981619,17.304798501492954,86,0.8554605683797625
2,-6.3311473571694385,-9.696763214803074,17.56752321336095,87,0.8579263118696349
2,-7.008607136701988,-9.910130047708313,17.85156532294832,88,0.8571839419313831
2,-7.6773095642112,-10.129440201818516,18.151532353618844,89,0.8403092821897484
2,-8.33869009061952,-10.354623863297315,18.463341484546593,90,0.8074350720184061
2,-8.994023236611064,-10.58918978498695,18.78098329287059,91,0.8022801663455882
2,-9.646390614265668,-10.828363194432503,19.101269957625632,92,0.8037033881012543
2,-10.297281248026264,-11.068412323681576,19.423904744468697,93,0.8043511362376433
2,-10.947504743194942,-11.30885032722385,19.74759465818532,94,0.8033268505153998
2,-11.598171719798323,-11.551456069512879,20.06877056265949,95,0.8043239346667805
2,-12.24820638215101,-11.790112181467427,20.394152272078202,96,0.7936496703883952
2,-12.892635690606392,-12.019874382117782,20.736267650444482,97,0.7704959463003639
2,-13.52618512230513,-12.246243130518563,21.1000517140346,98,0.7372144095906785
2,-14.141797058393761,-12.479068500021013,21.490171328652835,99,0.6979448702466985
2,-14.734354841882752,-12.714176146526704,21.91317835930454,100,0.6250709603740024
2,-15.308230133390271,-12.947718201513801,22.361553501901653,101,0.5687223879157361
2,-15.853297058243383,-13.186775848935218,22.840867681053574,102,0.5227542951286087
2,-16.358710784133464,-13.438550267747633,23.356598237607436,103,0.4806920898209176
2,-16.784248580519755,-13.716382008259512,23.928530165427034,104,0.45562038751584266
2,-17.101100495683074,-14.022915314835858,24.549724171223602,105,0.455583098875522
2,-17.29978186476783,-14.34258070043154,25.209046504783025,106,0.47285350277113286
2,-17.373587005153027,-14.662860974654272,25.89774253265398,107,0.4978838383984741
2,-17.308256408173637,-14.958985097667526,26.600182166442206,108,0.5000695505887851
2,-17.150959408168795,-15.223364852992763,27.299269920178713,109,0.5025258546035591
2,-16.937754329276693,-15.453459882876118,27.995716442740026,110,0.5087651370178123
2,-16.68179919515777,-15.646989286795318,28.689740940322967,111,0.5205765117967357
2,-16.392570166502626,-15.799638062417374,29.381422906643394,112,0.5402601136397668
2,-16.08211515235543,-15.91430972839063,30.0710927839045,113,0.5619672593013231
2,-15.762052849686524,-15.993101425414867,30.76102704918332,114,0.5858192874483277
2,-15.436936804837169,-16.038157887006076,31.45188292650706,115,0.6092411091486951
2,-15.111604447405892,-16.053251546709944,32.144205149820415,116,0.6284043457230838
2,-14.801222589743498,-16.046511280985673,32.84347857584732,117,0.6343465136935841
2,-14.509729312631535,-16.023296798889483,33.55027031907278,118,0.6300683232918274
2,-14.241427882368214,-15.982681369140037,34.265251940876226,119,0.6153634541729699
2,-14.001183899940168,-15.922834136264948,34.98896519145195,120,0.5923169927623027
2,-13.816575963812138,-15.82246160635772,35.724644664733056,121,0.5892682879925487
2,-13.674687779588835,-15.702185958402039,36.46629537116468,122,0.598846130477999
2,-13.560172497010566,-15.584447110311457,37.21333206792449,123,0.6063275901684719
2,-13.465404011153183,-15.483923953619884,37.965662310396034,124,0.607545652775305
2,-13.389711660419646,-15.420622625377426,38.72437347555162,125,0.6173670036160661
2,-13.300327807682152,-15.404089752030202,39.48374240656412,126,0.6011785769930837
2,-13.18997422550336,-15.422099562302945,40.240047495320816,127,0.5760986658899804
2,-13.051878125663633,-15.472217063756666,40.99037276060506,128,0.5559545378843289
2,-12.8734321459619,-15.555932614778978,41.7296479198617,129,0.5652028757939677
2,-12.626923820407121,-15.6719000274133,42.44418266710649,130,0.5855219843693401
2,-12.311783401545279,-15.792639960820551,43.12863202834641,131,0.6018158977972795
2,-11.933912302479113,-15.919193868292043,43.78044572652124,132,0.620518926037535
2,-11.503713796132185,-16.056863140010947,44.3979855543946,133,0.6527007982827189
2,-11.03600990874947,-16.22142118158381,44.98067169713785,134,0.6470266447638608
2,-10.564821686097025,-16.404884822496985,45.554696214233495,135,0.6436688078897073
2,-10.097436374459567,-16.607064290384518,46.12551901529051,136,0.6322567788617535
2,-9.640513604134881,-16.82793712981252,46.6979835833914,137,0.6036240709845359
2,-9.207189103907828,-17.07553132499172,47.27790255554624,138,0.5497989836382965
2,-8.792757678352514,-17.336791893966563,47.86542434269648,139,0.5351409659505558
2,-8.402260458890304,-17.61259739586544,48.462289636331825,140,0.5188607220621877
2,-8.037892290639759,-17.902554906510534,49.0692346420783,141,0.4822322753214319
2,-7.699674472952288,-18.203164753280813,49.68617989902748,142,0.42323115628747204
2,-7.3697118155543455,-18.50088732031533,50.30895131358462,143,0.38691765243614057
2,-7.044712625640259,-18.79636699676772,50.93539196374661,144,0.3509003533668848
2,-6.726970496723081,-19.090209978218656,51.566261737284364,145,0.3133946277045136
2,-6.423746182954845,-19.38351716999806,52.204544534357,146,0.2824898935056548
2,-6.122531293598492,-19.670027247999275,52.84684889784047,147,0.2696276729978618
2,-5.815914341779228,-19.949665515690377,53.489595431032086,148,0.25560416426959254
2,-5.504795473726951,-20.222927603521253,54.13294273025145,149,0.22575077938158675
2,-5.1914238929748535,-20.490720748901367,54.77750778198242,150,0.1640086995063155
3,5.023905277252197,-20.731170654296875,52.950504302978516,1,0.16050295071832352
3,5.397458970385228,-20.94969827981644,52.335912650340596,2,0.1909096080414145
3,5.795038119560303,-21.127278065752744,51.72411200569747,3,0.2212634730268626
3,6.21021365337128,-21.255524382191062,51.112164091115055,4,0.24570783557842624
3,6.63664244718157,-21.326220781949097,50.49726150951644,5,0.25909855597246717
3,7.070625299140704,-21.306065674291517,49.883851173687745,6,0.3172802354932243
3,7.500963312350591,-21.255049042757726,49.27003641402832,7,0.38394742918185787
3,7.926505442969611,-21.1769901842873,48.65559894378075,8,0.4499503915769227
3,8.346181850148694,-21.075118937598827,48.04037897717336,9,0.5070266590105287
3,8.759235142905005,-20.94257387922684,47.426507354515095,10,0.55531800497882855
3,9.175557611466571,-20.80124424326602,46.81685738551896,11,0.5920850328877165
3,9.597374874787912,-20.653481908853983,46.212543381294026,12,0.6196137753955047
3,10.026501345274282,-20.500220161379833,45.614772201944014,13,0.6390848638825846
3,10.459021767711377,-20.306700753069297,45.03125193062285,14,0.627388904274032
3,10.873612709566183,-20.067752680614664,44.4524702438265,15,0.6018322561370693
3,11.258255599215492,-19.773967088805367,43.879971553186536,16,0.5612556221580881
3,11.602236528025463,-19.416143690853406,43.315904576821815,17,0.5064068087153363
3,11.883184098860246,-18.967415833033957,42.78230233139967,18,0.485995414719345
3,12.131047710899201,-18.462024861886757,42.28655419792959,19,0.47880265755960555
3,12.355694048154474,-17.910569833644175,41.82986232460818,20,0.47565252569581706
3,12.565082398073837,-17.320038866745577,41.414907064843845,21,0.46937136045792244
3,12.78312060722359,-16.692019948868207,41.06409206744542,22,0.4488401966600679
3,13.018033911515808,-16.05143412039337,40.749808389573325,23,0.4037270440758702
3,13.286190507058912,-15.422612270551449,40.44004620270511,24,0.34105362727915794
3,13.599344223740745,-14.827467635862773,40.10695765491194,25,0.2665619157510351
3,13.95639086300315,-14.351286691028657,39.64784003443863,26,0.20234672003641857
3,14.270226044188938,-14.02751077163116,39.0598470408113,27,0.20673314763268563
3,14.571314176209802,-13.778266072737626,38.41814240196676,28,0.26617868940039874
3,14.878714898563615,-13.555909141138244,37.76927765593877,29,0.36960998298977343
3,15.192931923756822,-13.361235619626637,37.11476297668264,30,0.46508805206685483
3,15.508341445194905,-13.17258406834804,36.45907043064322,31,0.5529144893145408
3,15.825069035543883,-12.988771408989889,35.802637280837914,32,0.6325671050744699
3,16.143534560618807,-12.810090551902134,35.14563576400361,33,0.7026654820683035
3,16.467525479317406,-12.647106550425653,34.48723946683578,34,0.7525851439684661
3,16.790039320513,-12.489818628054753,33.82674625646162,35,0.7718652860391365
3,17.111699858129214,-12.34042251619013,33.164038478641764,36,0.7769744801657263
3,17.433199303354332,-12.202687871380773,32.498781486049246,37,0.775840686638205
3,17.75839233807018,-12.101507258458204,31.828683315628183,38,0.7601634797063678
3,18.088697571879223,-12.011561102652346,31.159522161526027,39,0.7201271220100832
3,18.42173905484512,-11.923381654768553,30.491450594014758,40,0.6729233670473358
3,18.754956484417406,-11.830021056937763,29.824223487146078,41,0.6260311719681967
3,19.07540824841122,-11.711716904329789,29.154645725650283,42,0.5688818955814754
3,19.355948241674547,-11.559180440915199,28.4748383651583,43,0.5136526671058781
3,19.581102364642355,-11.386946085299348,27.780606241697715,44,0.45607125469101306
3,19.729160935127368,-11.202575824919862,27.06972792790697,45,0.3979390785769943
3,19.692191256683476,-11.014803378594046,26.342820550356485,46,0.37101282232008015
3,19.44347161158087,-10.850782450611193,25.66322336657334,47,0.3667086093295381
3,19.067829143876782,-10.716069449142251,25.031904566686663,48,0.3822370570127875
3,18.60665832353308,-10.610966983246836,24.4479615765697,49,0.4141459645167487
3,18.106735905522328,-10.515541990063877,23.89479683536951,50,0.44334354792554614
3,17.585747586565347,-10.417605535783942,23.362115593453954,51,0.47230512555802423
3,17.045347541541766,-10.316954317641803,22.849897853732017,52,0.505036280428551
3,16.486517812669724,-10.213062377925754,22.358102737020676,53,0.5426221209673893
3,15.913481876343903,-10.103311883037268,21.884178451072305,54,0.580941615379907
3,15.336118467370026,-9.980415714410299,21.41888817368048,55,0.6224332091931681
3,14.754406958160752,-9.85338696563716,20.960127018626245,56,0.6607862206509924
3,14.167381728281903,-9.725404013607655,20.508470957473598,57,0.6934604602057035
3,13.569683670917916,-9.595324754893209,20.07160026386235,58,0.7199044357450191
3,12.955606535691468,-9.471827155914582,19.656297406910724,59,0.7633230710981217
3,12.329485031465484,-9.353110777232427,19.2579676783818,60,0.803413270789553
3,11.69296457123815,-9.238645929640292,18.874935309874406,61,0.8337821635307597
3,11.047483792209471,-9.128690258566383,18.505768818215184,62,0.858853204689397
3,10.394108395622544,-9.017356701314574,18.15128807683509,63,0.8926872492929279
